IDX,X,Y,TYPE,SPEED,DirType,Direction,Distance,Angle // 21.08.2020_OpenSpeedcam =>> 7 Ways v 2.0
2830,23.770509,52.080681,12,60,1,13,250,15
2831,23.770615,52.080323,192,60,1,201,250,15
2832,23.738569,52.065415,12,60,1,44,250,15
2833,23.738741,52.065382,192,60,1,221,250,15
2834,23.732556,52.050462,192,60,1,126,500,15
2835,23.72843,52.038342,192,70,1,176,500,15
2836,23.690558,52.086047,206,60,1,271,200,15
2837,23.674985,52.134272,192,60,1,11,500,15
2838,24.33342,52.18579,202,60,1,211,500,35
2838,24.33342,52.18579,222,60,1,31,500,35
2839,24.364543,52.189424,12,60,1,328,500,15
2840,24.364693,52.189384,192,60,1,148,450,15
2841,24.403296,52.216774,202,60,1,73,160,30
2841,24.403296,52.216774,222,60,1,253,160,30
2842,23.408571,52.360702,202,60,1,115,500,15
2842,23.408571,52.360702,222,60,1,295,500,15
2843,23.370221,52.380624,202,40,1,21,500,15
2843,23.370221,52.380624,222,40,1,201,500,15
2844,23.39998,52.359045,202,60,1,151,500,15
2844,23.39998,52.359045,222,60,1,331,500,15
2845,23.361316,52.362332,202,60,1,212,500,15
2845,23.361316,52.362332,222,60,1,32,500,15
2846,25.953505,53.128807,192,60,1,190,500,15
2847,25.980499,53.109069,192,60,1,35,500,25
2848,25.980284,53.108888,192,60,1,226,500,15
2849,26.028103,53.173472,192,60,1,180,500,15
2850,26.028011,53.173585,192,60,1,3,700,15
2851,26.033091,53.203881,192,60,1,30,700,15
2852,24.432907,52.218909,192,90,1,86,600,15
2853,24.561352,52.211449,12,60,1,131,500,15
2854,24.869635,52.214356,193,90,1,292,700,15
2855,25.022725,52.195879,193,90,1,264,700,15
2856,25.023057,52.196004,193,90,1,71,700,15
2857,26.019294,52.167784,193,90,1,262,700,15
2858,26.019874,52.167875,193,90,1,71,750,15
2859,26.61689,52.317136,12,90,1,93,500,15
2860,26.927512,52.27474,192,60,1,82,500,20
2861,26.948969,52.276951,12,60,1,87,500,15
2862,27.140093,52.244825,192,90,1,95,700,15
2863,27.188598,52.242052,192,90,1,275,700,15
2864,27.484488,52.24115,12,90,1,96,700,15
2865,23.82176,52.022274,192,60,1,122,750,15
2866,24.074596,51.924683,192,60,1,129,500,20
2867,24.25247,51.835722,192,60,1,309,750,15
2868,24.252566,51.835634,192,60,1,118,450,25
2869,26.176126,53.10725,202,60,1,148,500,15
2869,26.176126,53.10725,222,60,1,328,500,15
2870,26.155477,53.116782,202,60,1,279,500,45
2870,26.155477,53.116782,222,60,1,99,500,45
2871,24.558618,51.970516,202,60,1,324,500,15
2871,24.558618,51.970516,222,60,1,144,500,15
2872,23.780589,52.494322,202,40,1,27,500,15
2872,23.780589,52.494322,222,40,1,207,500,15
2873,24.522541,52.621788,202,60,1,57,500,15
2873,24.522541,52.621788,222,60,1,237,500,15
2874,24.513896,52.614611,202,60,1,200,500,15
2874,24.513896,52.614611,222,60,1,20,500,15
2875,25.721305,52.531207,202,60,1,281,500,15
2875,25.721305,52.531207,222,60,1,101,500,15
2876,25.734024,52.529005,202,60,1,107,500,15
2876,25.734024,52.529005,222,60,1,287,500,15
2877,25.185526,52.194119,202,60,1,70,500,15
2877,25.185526,52.194119,222,60,1,250,500,15
2878,26.089708,52.166315,202,60,1,351,500,15
2878,26.089708,52.166315,222,60,1,171,500,15
2879,24.568379,52.325048,202,60,1,230,500,15
2879,24.568379,52.325048,222,60,1,50,500,15
2880,24.586506,52.334234,202,60,1,48,500,15
2880,24.586506,52.334234,222,60,1,228,500,15
2881,26.117959,53.208905,202,60,1,235,500,15
2881,26.117959,53.208905,222,60,1,55,500,15
2882,26.122233,53.210262,202,60,1,66,500,45
2882,26.122233,53.210262,222,60,1,246,500,45
2883,24.969881,52.452994,202,60,1,169,500,15
2883,24.969881,52.452994,222,60,1,349,500,15
2884,23.643474,51.834373,202,60,1,349,500,15
2884,23.643474,51.834373,222,60,1,169,500,15
2885,23.647154,51.824243,202,60,1,166,500,15
2885,23.647154,51.824243,222,60,1,346,500,15
2886,25.234447,52.422353,202,60,1,341,500,17
2886,25.234447,52.422353,222,60,1,161,500,17
2887,25.489811,52.144712,202,60,1,273,500,15
2887,25.489811,52.144712,222,60,1,93,500,15
2888,23.992228,52.205642,202,60,1,296,500,15
2888,23.992228,52.205642,222,60,1,116,500,15
2889,24.000003,52.211534,202,60,1,335,500,15
2889,24.000003,52.211534,222,60,1,155,500,15
2890,24.034413,52.185824,202,60,1,175,500,15
2890,24.034413,52.185824,222,60,1,355,500,15
2891,24.045005,52.202227,202,60,1,84,500,15
2891,24.045005,52.202227,222,60,1,264,500,15
2892,23.969246,52.183312,202,60,1,238,500,15
2892,23.969246,52.183312,222,60,1,58,500,15
2893,25.359705,52.720032,202,60,1,52,500,15
2893,25.359705,52.720032,222,60,1,232,500,15
2894,24.489193,52.284909,202,60,1,231,500,15
2894,24.489193,52.284909,222,60,1,51,500,15
2895,24.504866,52.292847,202,60,1,50,500,15
2895,24.504866,52.292847,222,60,1,230,500,15
2896,24.514283,52.239405,202,60,1,229,500,15
2896,24.514283,52.239405,222,60,1,49,500,15
2897,24.178183,52.197938,202,40,1,71,500,30
2897,24.178183,52.197938,222,40,1,251,500,30
2898,24.140954,52.197082,202,40,1,266,500,45
2898,24.140954,52.197082,222,40,1,86,500,45
2899,24.548286,52.217067,202,60,1,281,500,15
2899,24.548286,52.217067,222,60,1,101,500,15
2900,24.573089,52.207351,202,60,1,93,500,15
2900,24.573089,52.207351,222,60,1,273,500,15
2901,23.800348,52.563021,202,40,1,13,500,15
2901,23.800348,52.563021,222,40,1,193,500,15
2902,24.300942,52.228113,202,60,1,234,500,15
2902,24.300942,52.228113,222,60,1,54,500,15
2903,24.301793,52.203349,202,60,1,253,500,15
2903,24.301793,52.203349,222,60,1,73,500,15
2904,25.566002,52.615493,202,60,1,147,500,15
2904,25.566002,52.615493,222,60,1,327,500,15
2905,25.546753,52.619551,202,60,1,289,500,15
2905,25.546753,52.619551,222,60,1,109,500,15
2906,26.489033,51.947098,202,60,1,74,500,15
2906,26.489033,51.947098,222,60,1,254,500,15
2907,26.476264,51.946351,202,60,1,273,500,15
2907,26.476264,51.946351,222,60,1,93,500,15
2908,24.567459,52.638894,202,60,1,58,500,15
2908,24.567459,52.638894,222,60,1,238,500,15
2909,25.843278,52.474314,202,60,1,9,500,15
2909,25.843278,52.474314,222,60,1,189,500,15
2910,25.841302,52.468237,202,60,1,190,500,15
2910,25.841302,52.468237,222,60,1,10,500,15
2911,26.034965,52.219292,202,60,1,136,500,15
2911,26.034965,52.219292,222,60,1,316,500,15
2912,24.100573,52.164834,202,80,1,253,500,15
2912,24.100573,52.164834,222,80,1,73,500,15
2913,25.41007,52.744801,202,60,1,229,500,15
2913,25.41007,52.744801,222,60,1,49,500,15
2914,25.430058,52.754603,202,60,1,52,500,15
2914,25.430058,52.754603,222,60,1,232,500,15
2915,25.982321,52.347261,202,60,1,326,500,15
2915,25.982321,52.347261,222,60,1,146,500,15
2916,25.990754,52.319152,202,60,1,178,500,15
2916,25.990754,52.319152,222,60,1,358,500,15
2917,26.333862,52.024057,202,60,1,334,500,19
2917,26.333862,52.024057,222,60,1,154,500,19
2918,26.337027,52.02141,202,60,1,153,500,45
2918,26.337027,52.02141,222,60,1,333,500,45
2919,25.395949,52.311995,202,60,1,226,500,15
2919,25.395949,52.311995,222,60,1,46,500,15
2920,25.401551,52.322738,202,60,1,85,500,15
2920,25.401551,52.322738,222,60,1,265,500,15
2921,26.245672,53.045674,202,60,1,312,500,45
2921,26.245672,53.045674,222,60,1,132,500,45
2922,23.725518,52.192903,202,60,1,206,500,15
2922,23.725518,52.192903,222,60,1,26,500,15
2923,23.732534,52.198618,202,60,1,36,500,15
2923,23.732534,52.198618,222,60,1,216,500,15
2924,23.762856,52.26256,202,60,1,36,500,15
2924,23.762856,52.26256,222,60,1,216,500,15
2925,23.759726,52.259772,202,60,1,212,500,15
2925,23.759726,52.259772,222,60,1,32,500,15
2926,23.610895,52.196273,202,60,1,125,500,30
2926,23.610895,52.196273,222,60,1,305,500,30
2927,25.020646,52.382712,202,60,1,173,500,15
2927,25.020646,52.382712,222,60,1,353,500,15
2928,27.485269,52.235638,202,60,1,20,500,15
2928,27.485269,52.235638,222,60,1,200,500,15
2929,27.448759,52.234838,202,60,1,347,500,15
2929,27.448759,52.234838,222,60,1,167,500,15
2930,24.809274,52.446545,202,60,1,233,500,15
2930,24.809274,52.446545,222,60,1,53,500,15
2931,24.816219,52.450025,202,60,1,47,500,15
2931,24.816219,52.450025,222,60,1,227,500,15
2932,24.985881,52.414854,202,60,1,122,500,15
2932,24.985881,52.414854,222,60,1,302,500,15
2933,23.829919,52.019186,202,60,1,123,500,15
2933,23.829919,52.019186,222,60,1,303,500,15
2934,23.784794,52.031194,202,60,1,297,500,15
2934,23.784794,52.031194,222,60,1,117,500,15
2935,25.067194,52.289331,202,60,1,168,500,15
2935,25.067194,52.289331,222,60,1,348,500,15
2936,25.199619,52.641055,202,60,1,233,500,15
2936,25.199619,52.641055,222,60,1,53,500,15
2937,25.22773,52.654954,202,60,1,49,500,15
2937,25.22773,52.654954,222,60,1,229,500,15
2938,25.451558,52.320723,202,60,1,123,500,15
2938,25.451558,52.320723,222,60,1,303,500,15
2939,24.467296,52.27372,202,60,1,231,500,15
2939,24.467296,52.27372,222,60,1,51,500,15
2940,23.909592,52.337652,202,60,1,338,500,15
2940,23.909592,52.337652,222,60,1,158,500,15
2941,23.923331,52.308896,202,60,1,142,500,15
2941,23.923331,52.308896,222,60,1,322,500,15
2942,24.205987,52.185078,202,80,1,72,500,15
2942,24.205987,52.185078,222,80,1,252,500,15
2943,26.115813,52.099553,202,60,1,142,500,15
2943,26.115813,52.099553,222,60,1,322,500,15
2944,26.007704,52.237579,202,60,1,310,500,15
2944,26.007704,52.237579,222,60,1,130,500,15
2945,26.085611,52.178903,202,60,1,328,500,15
2945,26.085611,52.178903,222,60,1,148,500,15
2946,26.088195,52.173255,202,60,1,171,500,15
2946,26.088195,52.173255,222,60,1,351,500,15
2947,24.482759,52.565535,202,60,1,20,500,15
2947,24.482759,52.565535,222,60,1,200,500,15
2948,24.446097,52.539947,202,60,1,233,500,15
2948,24.446097,52.539947,222,60,1,53,500,15
2949,23.941642,52.158319,202,40,1,175,500,25
2949,23.941642,52.158319,222,40,1,355,500,25
2950,23.946258,52.16825,202,40,1,20,500,30
2950,23.946258,52.16825,222,40,1,200,500,30
2951,24.874473,52.86921,202,40,1,2,500,30
2951,24.874473,52.86921,222,40,1,182,500,30
2952,24.884837,52.856505,202,60,1,225,500,15
2952,24.884837,52.856505,222,60,1,45,500,15
2953,25.186363,52.258854,202,60,1,8,500,15
2953,25.186363,52.258854,222,60,1,188,500,15
2954,25.672089,52.542659,202,60,1,312,500,15
2954,25.672089,52.542659,222,60,1,132,500,15
2955,25.701182,52.533362,202,60,1,97,500,15
2955,25.701182,52.533362,222,60,1,277,500,15
2956,26.062961,52.200715,202,60,1,314,500,15
2956,26.062961,52.200715,222,60,1,134,500,15
2957,26.072218,52.192902,202,60,1,147,500,15
2957,26.072218,52.192902,222,60,1,327,500,15
2958,26.820268,51.896888,202,60,1,294,500,15
2958,26.820268,51.896888,222,60,1,114,500,15
2959,25.027483,52.322327,202,50,1,166,500,15
2959,25.027483,52.322327,222,50,1,346,500,15
2960,25.189159,52.267866,202,60,1,43,500,15
2960,25.189159,52.267866,222,60,1,223,500,15
2961,23.966303,52.180604,202,60,1,239,500,15
2961,23.966303,52.180604,222,60,1,59,500,15
2962,25.951151,52.372861,202,60,1,322,500,15
2962,25.951151,52.372861,222,60,1,142,500,15
2963,25.958343,52.367008,202,60,1,142,500,15
2963,25.958343,52.367008,222,60,1,322,500,15
2964,25.354336,52.30642,202,60,1,265,500,31
2964,25.354336,52.30642,222,60,1,85,500,31
2965,25.379325,52.304539,202,60,1,66,500,25
2965,25.379325,52.304539,222,60,1,246,500,25
2966,23.674685,52.155759,202,60,1,143,500,60
2966,23.674685,52.155759,222,60,1,323,500,60
2967,23.684824,52.150703,207,40,1,249,300,15
2968,23.664689,52.161838,202,60,1,318,500,25
2968,23.664689,52.161838,222,60,1,138,500,25
2969,24.962597,52.479778,202,60,1,157,500,15
2969,24.962597,52.479778,222,60,1,337,500,15
2970,25.486158,52.312244,202,60,1,285,500,15
2970,25.486158,52.312244,222,60,1,105,500,15
2971,26.40554,51.952097,202,60,1,323,500,15
2971,26.40554,51.952097,222,60,1,143,500,15
2972,26.415018,51.947999,202,60,1,93,500,15
2972,26.415018,51.947999,222,60,1,273,500,15
2973,24.49222,52.050915,202,60,1,146,500,30
2973,24.49222,52.050915,222,60,1,326,500,30
2974,25.227547,52.339085,202,60,1,354,500,15
2974,25.227547,52.339085,222,60,1,174,500,15
2975,25.532305,52.794116,202,60,1,331,500,15
2975,25.532305,52.794116,222,60,1,151,500,15
2976,23.740339,52.204738,202,60,1,219,500,15
2976,23.740339,52.204738,222,60,1,39,500,15
2977,23.749751,52.222801,202,60,1,2,500,15
2977,23.749751,52.222801,222,60,1,182,500,15
2978,24.404437,52.520293,202,60,1,50,500,15
2978,24.404437,52.520293,222,60,1,230,500,15
2979,23.847391,52.119413,101,80,1,294,500,15
2979,23.847391,52.119413,10180,80,1,294,500,15
2980,23.897581,52.125845,193,90,1,73,700,10
2981,24.010921,52.147645,203,90,1,252,700,15
2982,24.011102,52.147737,203,90,1,72,700,15
2983,24.035017,52.152409,193,60,1,73,250,10
2984,24.402995,52.188929,193,90,1,37,700,15
2985,25.405562,52.714932,101,100,1,66,700,15
2985,25.405562,52.714932,101100,100,1,66,700,15
2986,25.901041,53.121643,101,80,1,210,600,15
2986,25.901041,53.121643,10180,80,1,210,600,15
2987,25.913186,53.130369,101,80,1,45,600,15
2987,25.913186,53.130369,10180,80,1,45,600,15
2988,23.626935,52.127667,192,60,1,324,500,20
2989,23.626925,52.127608,192,60,1,156,500,15
2990,23.618685,52.134964,202,60,1,337,200,45
2990,23.618685,52.134964,222,60,1,157,200,45
2991,23.645025,52.141459,207,90,1,249,300,15
2992,23.644906,52.141532,207,90,1,69,300,15
2993,23.684742,52.150789,207,90,1,74,300,15
2994,23.685783,52.150892,101,40,1,250,300,15
2994,23.685783,52.150892,10140,40,1,250,300,15
2995,23.724879,52.14975,207,90,1,276,300,15
2996,23.724831,52.149836,207,90,1,95,300,15
2997,23.867036,52.119743,207,90,1,252,300,15
2998,23.866865,52.119822,207,90,1,72,300,15
2999,23.979185,52.141618,207,90,1,72,300,15
3000,23.979313,52.141539,207,90,1,252,300,15
3001,24.170287,52.178173,207,90,1,252,300,15
3002,24.170061,52.178291,207,90,1,73,300,15
3003,24.308592,52.192038,207,90,1,312,300,15
3004,24.308764,52.192091,207,90,1,133,300,15
3005,24.411578,52.195892,207,90,1,216,300,15
3006,24.411428,52.195918,207,90,1,36,300,15
3007,24.422951,52.222177,193,90,1,178,600,15
3008,24.42264,52.222283,193,90,1,13,600,15
3009,24.432725,52.218889,12,90,1,265,600,15
3010,24.439248,52.236908,207,120,1,237,300,15
3011,24.43898,52.236974,207,120,1,59,300,15
3012,24.852158,52.432815,207,120,1,246,300,15
3013,24.852067,52.432933,207,90,1,67,300,15
3014,24.979627,52.494499,207,120,1,233,300,15
3015,24.979531,52.494587,207,120,1,53,300,15
3016,25.332145,52.682661,207,120,1,227,300,15
3017,25.331919,52.68274,207,120,1,47,300,15
3018,25.369642,52.684076,192,70,1,345,500,15
3019,25.369738,52.684038,12,70,1,165,500,15
3020,25.370758,52.681782,101,70,1,154,400,20
3020,25.370758,52.681782,10170,70,1,154,400,20
3021,25.365093,52.694599,101,70,1,342,400,35
3021,25.365093,52.694599,10170,70,1,342,400,35
3022,25.357067,52.69658,101,100,1,229,700,10
3022,25.357067,52.69658,101100,100,1,229,700,10
3023,25.395241,52.71213,193,100,1,245,600,15
3024,25.392666,52.711595,193,100,1,67,600,15
3025,25.418415,52.71828,207,120,1,246,300,15
3026,25.418367,52.718391,207,120,1,66,300,15
3027,25.807421,53.03203,207,120,1,230,300,15
3028,25.807249,53.032095,207,120,1,53,300,15
3029,25.902597,53.108927,12,60,1,358,500,15
3030,25.902661,53.108876,192,60,1,178,500,15
3031,25.90662,53.126136,193,80,1,43,600,15
3032,25.914345,53.13113,207,80,1,46,300,15
3033,25.914463,53.131053,207,120,1,222,300,15
3034,25.956016,53.144976,207,120,1,245,300,15
3035,25.955909,53.145046,207,120,1,64,300,15
3036,26.118386,53.209073,12,60,1,233,600,20
3037,26.296849,53.270129,203,120,1,53,1000,20
3038,23.732379,52.050554,192,60,1,306,500,15
3039,23.82145,52.022406,192,60,1,301,500,15
3040,23.789122,52.089116,212,40,1,88,500,15
3041,24.228591,52.206196,212,40,1,254,500,15
3042,25.510926,52.854823,212,70,1,343,450,15
3043,25.962636,52.13284,212,30,1,288,500,25
3044,24.980854,52.416745,212,50,1,122,500,20
3045,25.941964,52.138494,212,30,1,134,250,20
3046,24.898497,52.450243,212,40,1,121,122,20
3047,26.798293,51.866591,12,60,1,188,500,15
3048,26.66275,51.925369,101,70,1,311,500,15
3048,26.66275,51.925369,10170,70,1,311,500,15
3049,26.35528,52.00572,192,90,1,323,600,15
3050,26.355364,52.005671,12,90,1,133,500,20
3051,23.728387,52.038494,192,70,1,356,300,15
3052,26.30906,52.04332,12,60,1,266,500,15
3053,26.309252,52.043351,192,60,1,93,500,25
3054,27.365466,52.076213,12,40,1,80,300,25
3055,27.365237,52.076245,192,40,1,271,400,15
3056,26.049063,52.134908,192,50,1,271,500,15
3057,26.049249,52.13497,12,50,1,92,400,15
3058,26.16254,52.13874,12,60,1,239,500,15
3059,26.162749,52.138806,192,60,1,59,400,15
3060,24.036,52.17985,12,70,1,350,500,25
3061,24.036165,52.179801,192,70,1,164,500,15
3062,23.631479,52.183455,192,90,1,317,600,15
3063,26.011054,52.235402,12,60,1,316,500,15
3064,26.011248,52.235281,192,60,1,138,500,15
3065,27.484274,52.241163,192,90,1,276,700,15
3066,26.927319,52.274675,12,60,1,266,500,15
3067,26.948755,52.276925,192,60,1,259,500,15
3068,25.990726,52.32045,192,60,1,178,500,15
3069,25.990648,52.320627,12,60,1,358,500,15
3070,24.48041,52.56177,192,60,1,201,500,15
3071,24.480543,52.562033,192,60,1,21,500,15
3072,25.555681,52.619439,192,60,1,266,500,15
3073,25.556066,52.619519,12,40,1,102,400,25
3074,24.307921,52.702302,192,80,1,77,600,20
3075,25.32558,52.72106,192,60,1,158,500,35
3076,25.324795,52.721603,192,60,1,313,500,15
3077,25.374116,52.727118,192,60,1,230,500,15
3078,25.374406,52.727283,192,60,1,51,500,15
3079,25.425807,52.752529,192,60,1,231,500,15
3080,25.425989,52.752704,192,60,1,52,500,15
3081,23.786891,52.086176,212,40,1,19,250,30
3082,24.074414,51.92479,12,60,1,308,500,15
3083,23.7059,52.16856,192,70,1,26,500,15
3084,23.705846,52.168456,192,70,1,207,500,15
3085,24.561234,52.211494,192,60,1,311,500,15
3086,23.76977,52.27561,192,60,1,13,500,15
3087,23.769758,52.275549,12,60,1,187,500,25
3088,25.659437,52.549243,12,40,1,130,550,15
3089,25.6593,52.549359,192,40,1,310,500,15
3090,23.752551,52.09753,193,60,1,73,500,15
3091,23.919559,52.31788,193,40,2,168,500,20
3092,24.372654,52.198739,193,60,2,56,500,15
3093,24.345692,52.208993,193,40,1,196,400,15
3094,24.899,52.868549,193,40,1,255,500,15
3095,24.89914,52.868838,193,40,1,34,500,30
3096,24.345168,52.194659,193,40,1,288,500,15
3097,23.783123,52.103337,193,60,1,253,500,15
3098,26.556575,52.818113,193,60,2,6,500,25
3099,23.64533,51.829213,193,60,2,347,500,15
3100,24.511764,52.611015,193,60,2,21,500,15
3101,23.752741,52.09759,193,40,1,342,500,15
3102,26.009587,53.130063,193,60,2,155,500,15
3103,23.776358,52.102248,193,60,1,73,500,15
3104,23.775305,52.105454,193,40,2,165,400,15
3105,26.008297,53.141983,203,60,1,152,500,15
3106,26.008147,53.142027,203,60,1,331,500,20
3107,23.58357,52.12739,101,50,1,70,500,15
3107,23.58357,52.12739,10150,50,1,70,500,15
3108,24.510403,52.542321,212,70,1,99,500,15
3109,25.965722,52.131658,212,30,1,113,250,30
3110,23.949107,52.173702,212,50,1,197,500,18
3111,24.229114,52.206538,212,60,1,355,500,15
3112,26.041816,53.24381,212,70,1,351,500,40
3113,26.171934,53.15169,212,70,1,310,500,15
3114,26.042044,53.241793,212,70,1,201,500,15
3115,26.182381,53.15138,212,70,1,55,500,15
3116,26.043472,53.267646,212,70,1,12,500,30
3117,25.987537,53.158894,202,80,1,286,500,45
3117,25.987537,53.158894,222,80,1,106,500,45
3118,25.995637,53.155831,101,80,1,151,300,45
3118,25.995637,53.155831,10180,80,1,151,300,45
3119,26.566297,52.773105,212,70,1,100,500,15
3120,23.621343,51.573531,212,20,1,326,500,15
3121,23.689866,52.150888,202,60,1,45,90,15
3121,23.689866,52.150888,222,60,1,225,90,15
3122,24.926282,52.521664,202,60,1,241,750,15
3122,24.926282,52.521664,222,60,1,61,750,15
3123,24.966204,52.516381,202,60,1,166,750,15
3123,24.966204,52.516381,222,60,1,346,750,15
3124,23.655803,52.526509,202,60,1,353,750,15
3124,23.655803,52.526509,222,60,1,173,750,15
3125,26.35648,53.294768,12,120,1,64,800,15
3126,26.356727,53.294691,12,120,1,244,800,20
3127,26.06457,53.185821,12,120,1,50,800,15
3128,26.064752,53.18575,12,120,1,244,800,25
3129,25.377731,52.70627,12,100,1,57,700,15
3130,25.377925,52.706213,12,100,1,233,700,15
3131,24.43369,52.234721,12,110,1,225,500,15
3132,23.985237,52.394487,202,60,1,46,750,15
3132,23.985237,52.394487,222,60,1,226,750,15
3133,23.980684,52.393326,202,60,1,254,750,30
3133,23.980684,52.393326,222,60,1,74,750,30
3134,24.277811,52.198846,12,60,1,79,500,15
3135,24.278058,52.198733,12,60,1,253,250,10
3136,24.278938,52.199017,202,60,1,76,500,15
3136,24.278938,52.199017,222,60,1,256,500,15
3137,24.269013,52.197016,202,60,1,253,500,15
3137,24.269013,52.197016,222,60,1,73,500,15
3138,24.169241,52.17814,12,90,1,73,500,10
3139,24.169364,52.178061,12,90,1,252,500,10
3140,23.97838,52.141446,192,90,1,72,500,10
3141,23.978498,52.141374,192,90,1,252,500,10
3142,23.801516,52.107094,12,70,1,72,250,15
3143,23.804621,52.131068,192,90,1,114,600,15
3144,27.459369,52.214156,202,60,1,258,750,15
3144,27.459369,52.214156,222,60,1,78,750,15
3145,23.729353,52.149555,12,90,1,96,400,15
3146,23.729342,52.149469,192,90,1,276,600,15
3147,23.679131,52.149343,12,90,1,250,400,15
3148,23.371275,52.449255,202,60,1,166,750,45
3148,23.371275,52.449255,222,60,1,346,750,45
3149,24.191971,52.182335,202,80,1,253,500,15
3149,24.191971,52.182335,222,80,1,73,500,15
3150,23.692929,52.50414,202,60,1,70,500,15
3150,23.692929,52.50414,222,60,1,250,500,15
3151,23.690208,52.503506,202,60,1,262,750,30
3151,23.690208,52.503506,222,60,1,82,750,30
3152,23.375893,52.39351,202,40,1,189,500,20
3152,23.375893,52.39351,222,40,1,9,500,20
3153,30.210867,55.166139,101,40,1,193,154,15
3153,30.210867,55.166139,10140,40,1,193,154,15
3154,28.669112,55.44888,208,60,1,297,500,15
3155,28.155352,55.68792,192,60,1,328,500,32
3156,28.076226,55.714009,192,60,1,131,500,25
3157,28.842829,55.524256,192,60,1,108,500,15
3158,28.329331,55.669301,198,20,2,26,280,30
3159,27.694467,55.126474,192,60,1,55,501,25
3160,30.663131,54.659344,192,60,1,69,450,15
3161,30.66311,54.659226,192,60,1,248,500,15
3162,29.913701,55.149916,202,60,1,78,500,15
3162,29.913701,55.149916,222,60,1,258,500,15
3163,30.130896,55.152915,202,60,1,262,500,20
3163,30.130896,55.152915,222,60,1,82,500,20
3164,27.694345,55.126371,12,60,1,236,500,15
3165,30.12283,55.21968,12,60,1,127,500,15
3166,30.12264,55.219768,192,60,1,311,457,25
3167,28.779665,55.297306,202,60,1,189,500,15
3167,28.779665,55.297306,222,60,1,9,500,15
3168,30.100355,55.189318,202,60,1,257,500,15
3168,30.100355,55.189318,222,60,1,77,500,15
3169,28.377063,55.65281,198,10,0,354,500,96
3170,28.59336,55.570905,211,60,1,145,500,30
3171,28.593349,55.570919,211,60,1,334,500,25
3172,28.706158,55.503651,210,40,2,160,250,40
3173,28.752833,54.926392,202,60,1,216,500,30
3173,28.752833,54.926392,222,60,1,36,500,30
3174,28.774298,55.279454,12,90,1,195,500,25
3175,28.603356,55.552555,210,40,2,147,200,25
3176,30.104696,55.190338,192,60,1,70,500,20
3177,30.213559,55.202469,210,20,2,29,70,20
3178,30.191989,55.158905,210,20,2,8,150,40
3179,27.478947,55.494347,212,90,1,179,250,20
3180,30.506992,55.118797,203,60,1,296,500,15
3181,30.507102,55.118759,203,60,1,116,500,15
3182,28.842674,55.524273,12,60,1,290,500,15
3183,28.721245,55.532495,192,60,1,331,500,15
3184,28.15547,55.687894,12,60,1,148,500,25
3185,29.631146,55.287321,192,50,1,295,500,15
3186,27.956493,55.152458,198,10,2,146,80,50
3187,30.371353,54.516808,210,20,2,165,100,15
3188,30.375363,54.517579,211,50,2,136,150,25
3189,30.383884,54.515189,211,50,2,108,150,15
3190,30.088038,55.188435,212,40,1,184,500,30
3191,30.323527,54.515299,198,10,1,305,450,27
3192,30.325087,54.513636,198,10,1,192,163,98
3193,30.206721,54.542356,212,60,1,109,500,20
3194,30.206453,54.542817,212,60,1,39,162,20
3195,30.291538,54.517237,198,10,2,165,323,30
3196,30.263386,54.513417,198,10,2,165,336,20
3197,30.112292,54.476633,198,10,2,144,500,27
3198,30.07282,54.474933,198,10,2,167,430,20
3199,30.026171,54.469584,198,10,1,156,250,25
3200,29.977494,54.466097,198,20,2,345,250,20
3201,30.33013,55.275474,212,70,1,332,500,15
3202,30.330444,55.274871,212,70,1,175,500,15
3203,29.190382,55.14689,212,30,1,343,500,50
3204,29.373263,55.297094,212,70,1,217,450,15
3205,29.32742,55.266733,212,70,1,36,400,15
3206,28.147849,55.569107,212,70,1,158,300,15
3207,28.554411,55.4218,212,70,1,250,300,15
3208,28.546596,55.420516,212,70,1,292,300,15
3209,29.326394,55.266452,212,70,1,267,300,15
3210,28.77054,55.462413,212,40,1,9,300,15
3211,27.389155,55.628072,212,40,1,161,300,25
3212,29.23121,54.645206,212,50,1,348,300,30
3213,29.231443,54.645158,212,50,1,121,300,30
3214,27.021011,55.670219,212,60,1,287,300,20
3215,27.022241,55.669731,212,60,1,140,300,20
3216,27.669435,55.618331,212,70,1,310,400,20
3217,27.636716,55.633895,212,70,1,283,400,20
3218,27.139633,55.617232,212,70,1,284,500,20
3219,27.180963,55.615783,212,70,1,274,500,20
3220,27.718234,55.618765,212,70,1,254,500,20
3221,27.412598,55.775946,212,70,1,220,300,20
3222,27.14559,55.614858,212,70,1,102,300,20
3223,27.196588,55.619707,212,70,1,82,300,20
3224,27.697175,55.615436,212,70,1,77,300,25
3225,27.731943,55.623819,212,70,1,77,300,30
3226,27.412975,55.776145,212,70,1,62,300,20
3227,27.388437,55.628569,212,40,1,292,300,25
3228,30.398466,54.481389,212,40,1,230,250,15
3229,30.358305,54.485786,212,40,1,214,250,15
3230,28.734892,55.481848,212,40,1,159,250,15
3231,28.844862,55.504628,212,40,1,46,350,15
3232,28.716083,55.486485,212,40,1,111,250,15
3233,28.715709,55.486658,212,40,1,337,250,15
3234,28.463039,55.4102,212,40,1,106,250,15
3235,28.689125,55.540141,212,40,1,320,250,15
3236,28.734333,55.482117,212,40,1,298,250,15
3237,28.664019,55.556243,212,40,1,114,250,30
